index,audio_path,ground_truth,whisper_transcription
75,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/075_╨¥╨╕╨╜╨░_╨í╤é╨╡╨┐╨░╨╜╨╛╨▓╨╜╨░_╨ª╨╡╤à╨╜.wav,"n'ina st'eepanowna ц'eexnowa ti rūpatan xun' wujxatas, rajonuw janitəl jalasas.",inăsti pănnԑt săχ­nowăt i rəpatăn χʉň wojχatăs rajon ow'jaň iλtλ lasăλ
76,data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/052_╨ó╨░_╨╜_╨░╨╜╤ü╨░╨╝╨▒╨╗╤Å╨╜╤ï╨╗_╨▓╨░_.wav,"tān ansamбl'ajanəl wāt'ixal sāwsər usitn, pāwlitn ērɣuŋkw'ee, jīkwuŋkw'ee an' wōwiɣlaw'eet.",tăm ăn sămλԑmn λwa tiχaλs ărsi uλsən pawλn r kʉňki ikʉňki ăn' wəwλəwt
77,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/051_╨É╨║╨▓_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╨╜_╨┐╨░╨╗╤é╤â.wav,akw porat mān paltuw mortka pāwilt ōlne nē xōtpat joxtalasət.,ak wpa­răt măn păλtʉw mordka pawət oλňăn nԑχot pa joχtăλăsət
78,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/024_╨É╨╜╤î_╤é╨░╨╕╠å_╨░╤é_╨╜╨╛╨╝╨╕╨╗╤â╨╝_╨╝.wav,"an' taj at nom'ilum, mansāw'ət tāl ās'uw xōntlas.",ajn tăj atno miləm ăn swt tăλ aśʉw χənλa
79,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/092_╨ó╤ï_╨║╨░╤ü╤é╤ï╨╗_╨╝╨░_╨╜_╨╛╤ü_╤ü╨░.wav,ti kastəl mān os sāwsər sussiltapət wāriɣlasūw.,ti kăstəmăn saw­sir sʉsəλta pa wăribλa suλ
80,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/013_╨⌐╨░_╨╜╤Ä╨▓_╤é╨░╨║╨║╨╡_╤é_╨╜╤Å_╨▓╤Ç.wav,s'ān'ujuw takk'eēt n'ajāwramane jot xul'təs.,śăňup taket njawrԑmăn jot χuλtəs
81,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/050_╨£╨░_╤ê╨╕╨╜╨░_╨╗╨░╨┐_╨┐╨░╨╜╤é╤â_╨║╨▓.wav,māш'ina lap-pantuŋkw'ee saka jomas.,mašina λapăntʉň kisăka jomăs
82,data/AudioCorpus/Recordings/mns_4852643b-549d-4b41-9b8f-b624aac64f1b/018_╨¥╨░╤é╨░╨╗╤î╤Å_╨▒╤â╤à╨│╨░╨╗╤é╨╡╤Ç╤ï╨│_.wav,"natal'ja бuxɣalt'eerəɣ tot rup'iti, ol'ees'aja - n'ajāwramət urɣalan kolt.",nătăλja wuχa aλ­tiraj tʉtra upitti aλeśa njawrԑmăt wurgalan kəλ
83,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/047_╨É╨╝_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓_╤ü.wav,am sōtira ontolow sāt xōtpa nupəl xōtət tālət lūi n'ajār'ixum'ət pāwiln rup'i­taŋkw'ee joxtisum.,am sotara ont oλăw săt χot pănupλ χotit tăλăt λʉj njarik χumit păλn rupi tăňka joχ tisum
84,data/AudioCorpus/Recordings/mns_3696732f-c891-4e0b-b306-3aa88f4c3d23/037_╨ó╨░╨▓_╨┐╨░_╤à_╨▓╤é╤â_╨║╨▓╨╡_╤ü╨░╨║.wav,"taw pāx­wtuŋ­kw'ee saka jomas'akw'ee w'eērm'i, nas l'ujūl'­saŋ wār'əm sāɣ­rap w'əs.",tăw păχtuňki săka jəmaśa ki wԑr­nij unăs λʉλsăň wărԑm sajrəp wis
85,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/042_╨ó╤ï_╤à╨░╨╗╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░╨╜╤ï╨╗_.wav,ti xalt kul'turanəl urəl lātəŋ lāw'eēw.,tiχăλt kul'turăňăλ urăλ λătăň λawjaw
86,data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/020_╨ó╤ï╤é_╨░╨╜╤î_╤Å╨╜╤ï╨│╤à╨╛_╤é╨┐╨░╤é_.wav,"tit an' janiɣxōtpat os mān'lat māxum akwan-xōntxatēɣət, xalanilt.",tijtajən jenem χatət posmɵn λant maχəm χon χatət ewət χaλanəwət
87,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/011_╨ó╨░╨▓_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤ü.wav,"taw sōtira ontolowsāt xōtpan nupəl ōwəl tāl mus rup'itas, tuwəl lap-pantw'ees.",tăw sotra ontəλăs at χot păn upăλ owλ tăλ muλsola pităλ tʉwλ lăp păntws
88,data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/036_╨ó╨╛╤é_╨║╨╕╤é_╨╝╨░_╨╜╤î╤ë╨╕_╤ü╨░╤à╨╕.wav,tot k'ət mān's''i sax'iəɣ sussiltaw'eesə̄ɣ.,tɵt kit mănśi săχi jiwλ śuλtən tăsəw
89,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/013_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤à.wav,k'ət sōtira ontolowxujplow tālt sankt-p'ee­t'eer­бurɣ janəɣ ust k'ina pōs­lən nampa inst'itutta xa­n'is'taxtasum.,kitsotr ŏntəw χuj tʉw tăλsăň ptrburg jani uost kina posλam nԑm pa institutta χăništa χătasum
90,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/025_╨É╨╝_╤ü╨┐╨╡_╤å╨╕╨░╨╗╤î╨╜╨╛╤ü╤é╤Ä╨╝_╨╕.wav,am sp'ee­ц'ial'nost'ujum «in­фor­maц'ionnəe s'is­t'eemi i proɣram­m'irowan'əe» lā­waw'ee.,am spi­sialnostiom informan­onnoj sistԑma i prog­ram­wani la­wowen
91,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/044__╤é╤ï╨╗╨╜╤â╨▓_╨ô╨╡╤Ç╤å╨╡╨╜_╨╜╨░╨╝╨┐╨░.wav,jotilnuw ɣ'eerц'een nampa luimā inst'itutna m'inuŋkw nomsaxtuŋkw'ee patsum.,jotăλn w rtsăn nԑm pa λojum ăn­stitutňa minum w nəmsăχ tăňkwe pătsum
92,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/010_╨ó╨░_╨╜_╨╝╨░_╨╜_╨╛_╨╗╤â╨┐╤ü╨░╨▓_╨╝.wav,tān mān ōlupsaw māɣəs jomas wārmal'ət wārēɣət.,tăň măn oλəpsəλ măjs joməs warmanλət warijt
93,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/034_╨£╨░_╨╜_╨╕╤ë╤à_╨┐╤ï_╨╝╨░_╤é_╤à╨░╤ü.wav,mān is'xīpəŋ māt xasxatēw.,măň śi pin măt χăs χătew
94,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/017_╨É╤ü╤é╨╗╨░╨╜_╨┐╨╛╤Ç╨░╤é_╨░╨╝_╨║╨╕╨╜╨░.wav,astlan porat am k'ina pōsli­sum.,astλăň pərăt ăn kina posλăsum
95,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/039_╨£╨░_╨╜╤î_╨┐╨╛╤Ç╨░_╤é╨░_╨│╤ï╨╗_╨╝╤â.wav,"mān' pora tā­ɣəl muз'eeət xuntlasum, xumus sāw m'irət ural mā janitəl ōlsət.",măň piratajaλ muzjt χuntλăsum χuməsa w mir­it uraλ ma nԑtiλ oλsăt
96,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/028_╨Ü╨╕╤é_╨░_╨┐╤ë╨╕╤Å╨│╤â╨╝_╤é╨░╨╕╠å_╤é╨╛.wav,"k'ət āps''ijaɣum taj torɣamtēɣ, os juwl'ee rus' lātəŋ potirtēɣ.",kit apśijajum tԑj tərԑm tԑj mos juwλi rʉšλătăn putăr tԑj
97,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/003_╨₧_╨▓╤ï╨╗_╤ë_╤ü_╨Ñ╨░╨╜╤é╤ï_╨£╨░╨╜╤ü.wav,ōwəl s''ojos xanti-mans'ijsk ust low-k'itxujplow s''islat māxumət akwan-atiɣlawēsət.,χoχəλ śos χantimossijsk wʉst λowkət χojpλʉw śisλăt ma χəmăt ăkwă­ňăti goλa wԑsăt
98,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/015_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨▓╨░_╤é_╨╜╤â╨┐.wav,k'ət sōtira wāt nupəl n'ila tālt am ɣrant-olnəl tāstuwēsum.,kit sotra wat nəupəλnila tăλ amma grantəλ mʉw tăstə wԑsum
99,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/063_╨í╨░_╨▓_╨╝╨░╤ü_╤ü╤ï╨╝╤ï_╨╗╨░_╤é_╤ï.wav,"sāw jomas, siməŋ lātŋəl kētilum.",saw joma smən λătna uwătijətəλəm
100,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/038_╨£╨░_╨╜_╤ë_╨╝╤î╤Å╨▓╤é_╨╛_╨╗╤ì_╨▓_.wav,"mān s'ēm'jawt ōlēw: s'ān'ujum, ās'um, am os ēs'um.",măň śԑm wt oλew śan'um aśum am osăjśum
101,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/018__╨»╨╝_╨¥╤â╨╝╨░╤ü╨╜_╤à╨░╨╜╤é╤ï_╨╗╨░_.wav,«jam numasn» xanti lātŋəl nam'ee ōli.,m număňs χănti ladnəλ nԑmi oλe
102,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/055_╨ó╨░_╨╜_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░.wav,tān mān'lat xōtpan sāw nomt w'iŋkw n'ojōtēət.,tăň mănλăt χot păn saw numət wiňk w njotijən
103,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/035_╨ó╨╛╤é_╨╛╤ü_╨¥╨░╤é╨░╨╗╤î╤Å_╨»╨╜╤å╨╡╨▓.wav,tot os natal'ja janц'eewa takw'i oln sēlne xōtpa ōləs.,tət osňăt aλija nsowa tătwi oλn sԑλn χətpa oλăs
104,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/059_╨¥╨░_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░╤é_.wav,naŋ mān'lat xōtpat māɣəs kus'aj nē.,năň mănλăt χot păt măjs kʉśajnija
105,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/003_╨É╨╝_╤é╨╛╤é_╤à╨░╨╜╨╕╤ë╤é╨░╤à╤é╤ï╨╜_╤à.wav,"am tot xan'is'taxtən xōtpat jot potirtasum, tān tox lāwsət.",am tət χaniśta χătən χotpăt jət putărtăsum tăm təχ lăwsət
106,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/038_╨¥╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╤é╨░_╨║╨╡╨╝_╨╛_╤ü.wav,"n'ajāwramət ta­k'eem ōs jīkwsət, ērɣisət.",njawrԑmən tătm os ji­kʉsət i ar­χəsət
107,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/025_╨£╨░_╨╜╨░╨▓╨╜_╤ü╨░╨║╨░_╨╝╤ë╨░╨║╨▓_╨╜.wav,mānawn saka joms'akw n'ojōtəs.,mănԑwn săka jomśak w njotăs
108,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/017_╨ó╤ï╨╕_╨║╨░_╤ü╤ï_╨╝╨░_╨╜╤î_╨░_╨│╨╕.wav,tii kāsəŋ mān' āɣ'ir'is'kw'ee man piɣr'is'akw'ee wos wāɣte.,tii kasn măň ăriśki măn pԑriśăkw wəs wajti
109,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/029_╨í╨░_╨▓_╨╜_╤é╨╝╨╕╨╗_╨▓╨╛_╨▓╨╜╤ì_╨╗.wav,sāw n'ojōtm'əl wōwne lātŋət k'eētuŋkw'ee patsət.,saw njotnoj wow­noj lăt­χət kԑtum χi pătsət
110,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/026_╨¡_╤Ç╨╜╤ì_╨╜╤ì_╨┐╨░╨║╤ï╤é_╨░╨║_╨▓╨░.wav,ērne nēpakət ak­wan-atne māɣəs taxol't nēm­xotal' m'inuŋkw'ee at ēr'i.,rn nԑpăkət ăkwaňnăt nԑma jʉs tăχəλt nԑm χutăλ minum kʉja tԑri
111,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/008_╨É╨╝_╤Å╨╜╤ï╨│_╨░╤ë╨╛_╨╕╠å╨║╨░╨╝_╤à╤â_.wav,"am janəɣ as'ōjkam xūl alis'las, wōrajas.",amn'ana aśikəm χʉλəw aλuśλăs wojaja
112,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/015_╨ó╨░_╤Ä╨╕_╨┐╨░_╨╗╤é_╤é╨░╨▓_╨╗_╨┐╨╛.wav,ta jui-pālt taw jol-pōilt­tālw'ees.,ta jʉipaλ tăm joλ puλt tăλəs
113,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/059_╨É╨╜╤î_╨╛_╨▓╤ï╨╗_╤ü╨┐╨╡╨║╤é╨░╨║╨╗╤î_.wav,an' ōwəl sp'eektakl' susne māxum pussən jomas nomtəl juw m'inasət.,ӑňəλ spk­takλsus nԑmaχum pʉsn jəmăs nəm­təjum minasat
114,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/045_╨₧_╨▓╤ï╨╗_╤à╨╛_╤é╨░╨╗╤é_╨╜_╨│╨╕╨╗╨░.wav,ōwəl xōtalt jon­ɣ'ilanilt sussiltamanəl jui-pālt art'istat ōs k'i­tiɣlaw'eēsət.,owa χuatăλt junχiλăn ut su­suta mănoj wipăλt artistăt as­kiti lawjasa
115,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/017_╨₧╤ü_╨╝╨╛_╤é╨░╨╜╤ï╤é_╤é╨░_╨╜╨║╨╕_╨╛.wav,os mōtanət tānk'i ōlne mā­nanilt manxur'əp tēlat torəɣ mān'lat xōtpat jot rup'i­tēɣət.,osmătăňăt tăn­kioλňi mănănowt măn χurip tԑλăt tʉri mănλăt χotpatśot rʉpijti
116,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/003_╨£╨╛╤ü╨║╨▓╨░_╤ü╤é_╨░╨║╨▓╨░╨╜_╨░╤é╤ï╨│.wav,moskwa ust akwan-atiɣlaw'eēsət.,moskwa uλsn ăkwăn ătĭr λawja­săt
117,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/067_╨₧╤ü_╤ü╤ì_╤Ç╤è_╤Ç╤ï╨│_╨▓╨░_╤é_╤é╨░.wav,os sērъjorəɣ wāt tāle tōwlum jui-pālt jīwnəl jorɣas'laŋkw'ee pa­təs.,os sԑr jurew wat­tԑλet oλum ju ji­păλt jiwnʉw jururaśλăň kwi pătăs
118,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/039_╨ó╤â╨▓╤ï╨╗_╨░╨║╨▓_╨╝╨░_╨╜╤î╨╗╨░╤é_╨╜.wav,tuwəl akw mān'lat nē oksana kuзn'eeцowa joɣa alp'i n'ujūnsalālne nakət sussiltas.,tuχλ at mănλăt nԑ ăk săňa kʉšňătsuwa joga aλpi njontsăλaλ nԑ năkăt sʉsăλtăs
119,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/035_╨₧╤ü_╤ì_╨╗╤â╨╝╤à╨╛_╨╗╨░╤ü_╨░_╤é╨╕╨╝.wav,"os ēlumxōlas āt'iməɣ ēmtm'ee jui-pālt, nasat'i, matsāw'ət is ōn's''i.",măs ԑλum χăλăs ati mʉň jkna juijpăt năsăti mătsawt jis on'śij
120,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/048_╨ó╨╛_╨╜╤é_╨║╨░_╤ü╤ï_╨╗╨░_╨▓╨╜╤ì_╨╗.wav,tōnt kāsəŋ lāwne lātŋət manos ēr­ɣət.,tən kasnλawna λatχăt măna sԑrăt
121,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/049_╨¢╨╛╨▓_╤ü╨░_╨║╨║╨╛╨╜╤ï╤é_╤à╨░╨╗╤é_╨┤.wav,low sākkonət xalt д'eeputatət taml'ee tāk lātəŋ p'irmajtasət.,λowazakonătχaλ diputatăt tămλi tak λatăň pirmajtăsi
122,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/011_╨ó╤ï_╤é╤ì_╨╗╨░╨╜╤ï╨╗_╤â╤Ç╤ï╨╗_╨╕╤ë╤à.wav,ti tēlanəl urəl is'xīpəŋ lōpsət tān tox xasmət.,ti tԑλăňăn urλ i śi pʉň lăpsătăn toχ χăsmăt
123,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/014_╨ó╨╛_╨▓╨░_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╨í╨╡╤Ç╨│╨╡.wav,tōwa pormasət s'eerɣ'eej k'ajalunз'iɣa wārsane.,towa purmăλăt śir­kij kʉλan'zika wărsănԑ
124,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/022_╨ó╨░_╤ë╨╕╤Ç╤ï╨╗_╨║╨░_╤ü╤ï_╤à╨╛_╤é╨┐.wav,ta s''irəl kāsəŋ xōtpa uɣoд'ija ōn'­s''eēɣət.,ta śi kasəŋ χot pa uŋkʉtije ońśijət
125,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/012_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╝╨░╤ü╨╜╤â╤é.wav,uдeɣ'eej māxum masnutanəl sownəl jūn­tijanəl.,uti jimaχəm măsnutănʉw soλnəw jontijanʉw
126,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/013_╨£╨░╨║╤ü╨╕╨╝_╨É╨╗╨│╨░╨╕╠å╨║╨╕╨╜_╨╝╨░╤Ç╨╕.wav,"maks'əm alɣajk'ən, mar'əj māxum kul'tura ēlal' totne xum, tai lāwəs.",măk­simaλ kăjken mari ma χum kul'tura ԑλăλtutňa χum tăj λawăs
127,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/023_╨£_╨╕╠å_╤à╨╛_╤é╨┐╨░╤é_╨░_╤Ç╤é╨░╨╗╨░╨╜.wav,muj xōtpat ārtalan māɣəs sāwsər saŋkwlip'ilitəl tittisane.,muj χot păt artăλan măχăs sowsăr săňχi piλitλ titti săňi
128,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/027_╨æ╨╕╨╛_╨╝╨╡╤à╨░╨╜╨╕_╨║╨░_╨Æ╤ü╨╡╨▓╨╛╨╗.wav,б'io­m'eexan'i­ka ws'eewoloдa m'eej'eer­xol'дa nampa nakitn xan'is'tasane.,mχanikov stiwλăta mijăr χoλda nԑm pănakăn χănś tăsăňăn
129,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/022_╨É╨╜╤î_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗_╨╝╨░_╨╜.wav,"an' t'imkapāwəl mān' pāwəl, tot māш'inat at jalasēɣət, traktorət at kurɣ'eēɣət.",aň tmk păeλ măň păeλ tət mašnəλ at λaλ osijət tractorăt at kʉr
130,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/048_╨É╨╝_╤ü╨╛╨▓╨╜╤ï╨╗_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╤Ä.wav,"am sownəl pormasət jūntēɣum os xumus tānanəl jūntuŋkw'ee ēr'i, sussiltēɣum.",ӑm səňa purmăsăt juntajum os χumăs tănăňo juntum ki ԑri sʉsăλtajum
131,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/028_╨ó╨░_╨╜_╤ü╨╗╤â╨╢╨▒╨░╨╜╤ï╨╗╨╜_╤à╨╛_╨╜.wav,tān sluжбaniln xōntlam xōtpat manos tān s''eēm'janəl.,tăn slu­băn nuλt χuatλum χuat păt mănăs tăn śԑmja nuλt
132,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/014_╨ƒ╤Ç╨╛╨│╤Ç╨░╨╝╨╝╨░╨│_╨┐╨░_╨╗╤ï╨╗_╤ì_.wav,proɣrammaɣ pā­ləl ēlal' totuŋkw'ee n'ojōt­w'ees.,programma păλum ԑλăt tətum kwi njotwis
133,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/001_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗╤é_╨░╨╝_╨░_╤ë╨╛.wav,t'imkapāwilt am ās'ojkam ōli. am namum tol'aja xamatnurow.,timka păλta maśujkam oλi am nԑmum toλja χămăt nura
134,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/035_╨₧╤ü_╨╜╨╕╨╗╨░_╨║╤â_╤ë╨░╨╕╠å_╤à╨╛_╤é╨┐.wav,os n'ila kūs'aj xōtpat k'ət sōtər wāt nupəl n'ila tāl səs.,wəsńiλa pʉśe χwat pa kit­sutra watnəpəλ niλa taλa
135,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/002_╨ó╤ï╨╜╨░╨║╤é_╤à╨╛_╤é╨░╨╗_╨╜╨░╨╝╨┐╨░_.wav,tinakt xōtal nampa ās-uɣorsk'əj t'eeatr.,ti năkt χu­tăλnԑm pa asugurskij tatr
136,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/036_╨Æ╨░_╤Ç╤â╨╝_╤Ç╤â_╨┐╨░╤é╨░╨╜╤ï╨╗_╤â╤Ç.wav,wārum rūpatanəl urəl potranəl xūntlisət.,ma arəm rʉpətən uraw putrən χuntəλəs
137,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/055_╨ó╤ì_╨╜_╨╝╨░_╤à╤â╨╝╨╜_╨╜╤ì_╨┐╨░╨║╤ï.wav,tēn mā­xumn nēpakəl wār'əm ujr'əs' kātn miɣəɣ.,tăň măχum nԑpkăl wărԑm ujriś katn
138,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/042_╨Ñ╨╛_╤é╨░╨╗_╤é╨░╨║╨╡╨╝_╨╝╨░_╨╗╤é╤ï╨┐.wav,"xōtal tak'eem māltipəɣ os posiŋəɣ ōləs, mā­xum p'əl wātsət.",χuataλt etԑmăλti pa i wəsăp posĭňă oλăs năχum piλwatəsət
139,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/023_╨í_╨║╤ï╤Ç_╤ì_╤é╨┐╨╛╤ü_╨╛_╨▓╤ï╨╗_╤à.wav,sukər ētpos ōwəl xōtalēt saranpāwilnəl mān paltuw muj māxum joxtalasət.,sʉkʉr jatpăs owλ χuatăλĕt saran pa­wəλn uλ măn­paλ'tup muj ma χum joχtăλăsi
140,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/039_╨ó╨╛_╨╜╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░_╨╛╤ü_╨╜╨░.wav,"tōnt kul'tura os nauka kolt, шkolat os inst'itutt rup'itan sāwsər.",tən kul'turowoj s no­okol't školata ins­titut rəpităn sasăr
141,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/001_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╛_╨╗╤â╨┐╤ü.wav,uдeɣ'eej māxum ōlupsanəl.,uti ki măχum oλəpsăn
142,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/012_╨₧╤é_╨╕╨┤╨╡╨╕_╨┤╨╛_╤Ç╨╡╨░╨╗╨╕╨╖╨░╤å╨╕.wav,ot iд'eei дo r'eeal'iзaц'əi namtəm ōləs.,ot idejdo realizaija nԑm­ti muwaλs
143,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/028_╨£╨╛_╤é╨░╨╜╤ï╤é_╨ú╨┤╨╝╤â╤Ç╤é╨╕╤Å_╨╝╨░.wav,mō­tanət uдmurt'ija māt б'ee­s'eerm'ajan'ee māxum.,mʉtanăt ut muλtija mat bsrmn măχum
144,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/053_╨ó╤â╨▓╤ï╨╗_╤é╤ï_╨╜╨│╨╕╨╗╨░╨╜╤ï╨╗_╤ü╤â.wav,tuwəl ti jonɣ'ilanəl susne li-plt t'eeatrən joxtən mxum,təλăt ijon λăňăλ suλna ԑλi păλăt tatr tjoχtăn măχum
145,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/013_╨£╨░╨╜╤à╤â╤Ç╨╕╨┐_╤ì_╤Ç╨╜╤ì_╤é╤ì_╨╗╨░.wav,"manxur'əp ērne tēlat xul'tup­tijanēn, manər pōxan lakwtēɣ.",măňχoj pԑr nətλa χuλtupdjanjan măňr pəwaχăn lakλtijs
146,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/019_╨ó╨░╨▓_╨│╤Ç╨░╨╜╤é_╨╛╨╗╨╜╤ï╨╗_╨╝╨░╨╕╠å╨╗.wav,"taw ɣrant-olnəl majluw'ees, ti olnitəl mōlti pāsəl kartoчkat wārəs.",tăw grant oλn măjλʉwəs ti oλn măλti pasəλ kartătkăt wăras
