index,audio_path,ground_truth,whisper_transcription
76,data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/052_╨ó╨░_╨╜_╨░╨╜╤ü╨░╨╝╨▒╨╗╤Å╨╜╤ï╨╗_╨▓╨░_.wav,"Та̄н ансамбляныл ва̄тихал са̄всыр ӯсытн, па̄влытн э̄ргуӈкве, йӣквуӈкве ань во̄выглавет.","Там нацамля, на луатях, ласарсию, усын, павлен, эргунки, экунки, ань вовыглавит."
77,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/051_╨É╨║╨▓_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╨╜_╨┐╨░╨╗╤é╤â.wav,Акв порат ма̄н палтув Мортка па̄вылт о̄лнэ нэ̄ хо̄тпат ёхталасыт.,Aks porad man paltu morda palotone nechot pajohtalasit.
78,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/024_╨É╨╜╤î_╤é╨░╨╕╠å_╨░╤é_╨╜╨╛╨╝╨╕╨╗╤â╨╝_╨╝.wav,"Ань тай ат номилум, манса̄вит та̄л а̄щув хо̄нтлас.","Aintēj, etno mīlumans ar tausau, hauntu laši."
79,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/092_╨ó╤ï_╨║╨░╤ü╤é╤ï╨╗_╨╝╨░_╨╜_╨╛╤ü_╤ü╨░.wav,Ты кастыл ма̄н ос са̄всыр суссылтапыт ва̄рыгласӯв.,Kaas tauma ansas ir susulta pariglasovas.
80,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/013_╨⌐╨░_╨╜╤Ä╨▓_╤é╨░╨║╨║╨╡_╤é_╨╜╤Å_╨▓╤Ç.wav,Ща̄нюв такке̄т ня̄враманэ ёт хультыс.,Такие от неавраманы ее от хольтеса.
81,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/050_╨£╨░_╤ê╨╕╨╜╨░_╨╗╨░╨┐_╨┐╨░╨╜╤é╤â_╨║╨▓.wav,Ма̄шина лап-пантуӈкве сака ёмас. ,Mašinā labu pantynki sekajomas.
82,data/AudioCorpus/Recordings/mns_4852643b-549d-4b41-9b8f-b624aac64f1b/018_╨¥╨░╤é╨░╨╗╤î╤Å_╨▒╤â╤à╨│╨░╨╗╤é╨╡╤Ç╤ï╨│_.wav,"Наталья бухгалтерыг тот рӯпиты, Олеся - ня̄врамыт ӯргалан колт.","Наталя муга алтерий тут утрому підти, а ліся неавроме торгаланково."
83,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/047_╨É╨╝_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓_╤ü.wav,Ам со̄тыра онтолов са̄т хо̄тпа нупыл хо̄тыт та̄лыт Лӯи Ня̄рихумит па̄вылн рӯпи­таӈкве ёхтысум.,"Ám, sotar, ontolovsát, hodpan, nopal hodit taled, lui nyerichuimit pálunu, pitanke johtesum."
84,data/AudioCorpus/Recordings/mns_3696732f-c891-4e0b-b306-3aa88f4c3d23/037_╨ó╨░╨▓_╨┐╨░_╤à_╨▓╤é╤â_╨║╨▓╨╡_╤ü╨░╨║.wav,"Тав па̄х­втуӈ­кве сака ёмащакве ве̄рми, нас лю̄ль­саӈ ва̄рим са̄г­рап вис.   ",Ta vakhthun kis akayama xyakay vermi nás lúl sa nuvárim sa árap viz.
85,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/042_╨ó╤ï_╤à╨░╨╗╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░╨╜╤ï╨╗_.wav,Ты халт культураныл урыл ла̄тыӈ ла̄ве̄в.,Tihāl tkulturanu urali Latinu Lāvijau.
86,data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/020_╨ó╤ï╤é_╨░╨╜╤î_╤Å╨╜╤ï╨│╤à╨╛_╤é╨┐╨░╤é_.wav,"Тыт ань яныгхо̄тпат ос ма̄ньлат ма̄хум акван-хо̄нтхатэ̄гыт, халанылт.",تتمنى أن أغطب أسوال لنميشه ونغطب أسوال لنميشه
87,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/011_╨ó╨░╨▓_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤ü.wav,"Тав со̄тыра онтоловса̄т хо̄тпан нупыл о̄выл та̄л мус рӯпитас, тувыл лап-пантвес. ","Tausotra untalus atkot panutu, ogulstal musulų pitastuulų napantis."
88,data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/036_╨ó╨╛╤é_╨║╨╕╤é_╨╝╨░_╨╜╤î╤ë╨╕_╤ü╨░╤à╨╕.wav,Тот кит ма̄ньщи сахииг суссылтавесы̄г.,Don't keep munchies I hear you for some days soon.
89,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/013_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤à.wav,Кит со̄тыра онтоловхуйплов та̄лт Санкт-Пе­тер­бург яныг ӯст кина по̄с­лын нампа институтта ха­нищтахтасум.,"Китсотор, он-то вывгустил в Тафт, сам Петербург, яный, куст, кина, послам нам по институт, да ханнишься хтосу."
90,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/025_╨É╨╝_╤ü╨┐╨╡_╤å╨╕╨░╨╗╤î╨╜╨╛╤ü╤é╤Ä╨╝_╨╕.wav,Ам спе­циальностюм «ин­фор­мационные сис­темы и програм­мирование» ла̄­ваве. ,Амспециальностю информационной системы и программирования лавовья.
91,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/044__╤é╤ï╨╗╨╜╤â╨▓_╨ô╨╡╤Ç╤å╨╡╨╜_╨╜╨░╨╝╨┐╨░.wav,Ётылнув Герцен нампа лӯима̄ институтна минуӈкв номсахтуӈкве патсум.,"Я то новгерцы нам полой моинститутно, минутку нам сахтанкой пацком."
92,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/010_╨ó╨░_╨╜_╨╝╨░_╨╜_╨╛_╨╗╤â╨┐╤ü╨░╨▓_╨╝.wav,Та̄н ма̄н о̄лупсав ма̄гыс ёмас ва̄рмалит ва̄рēгыт.,"Tan man olbūs un maiz, jo ma su arma liet varīta."
93,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/034_╨£╨░_╨╜_╨╕╤ë╤à_╨┐╤ï_╨╝╨░_╤é_╤à╨░╤ü.wav,Ма̄н ищхӣпыӈ ма̄т хасхатэ̄в.,מה נשחי בן מה תחשחתב
94,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/017_╨É╤ü╤é╨╗╨░╨╜_╨┐╨╛╤Ç╨░╤é_╨░╨╝_╨║╨╕╨╜╨░.wav,Астлан порат ам кина по̄слы­сум.,Astlan porat amkina poslusum.
95,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/039_╨£╨░_╨╜╤î_╨┐╨╛╤Ç╨░_╤é╨░_╨│╤ï╨╗_╨╝╤â.wav,"Ма̄нь пора та̄­гыл музеит хӯнтласум, хумус са̄в мирыт Урал ма̄ янытыл о̄лсыт. ","Маніпоратайл мөзейд хунтлосам хунт са вмирыд, жұрау ма енедл ұлсуд."
96,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/028_╨Ü╨╕╤é_╨░_╨┐╤ë╨╕╤Å╨│╤â╨╝_╤é╨░╨╕╠å_╤é╨╛.wav,"Кит а̄пщиягум тай торгамтэ̄г, ос ювле рущ ла̄тыӈ потыртэ̄г. ",Kit apšijai jau taitorię tai mos jūlį rushladą potortai.
97,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/003_╨₧_╨▓╤ï╨╗_╤ë_╤ü_╨Ñ╨░╨╜╤é╤ï_╨£╨░╨╜╤ü.wav,О̄выл щёс Ханты-Мансийск ӯст лов-китхуйплов щислат ма̄хумыт акван-атыглавēсыт.,"Olau šios, hantamasis kust, lovki trūkluvšis Latomāchom atyglvesid."
98,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/015_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨▓╨░_╤é_╨╜╤â╨┐.wav,Кит со̄тыра ва̄т нупыл нила та̄лт ам грант-олныл та̄стувēсум.,"Сотароватно полнила та, а мы гарантом удастовесу."
99,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/063_╨í╨░_╨▓_╨╝╨░╤ü_╤ü╤ï╨╝╤ï_╨╗╨░_╤é_╤ï.wav,"Са̄в ёмас, сымыӈ ла̄тӈыл кēтылум.",Sağ ol yoma sumin ladnul getulum.
100,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/038_╨£╨░_╨╜_╤ë_╨╝╤î╤Å╨▓╤é_╨╛_╨╗╤ì_╨▓_.wav,"Ма̄н щēмьявт о̄лэ̄в: ща̄нюм, а̄щум, ам ос э̄щум. ","Man, Shamia of the Olive, Shani, Asim, Am Osasi,"
101,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/018__╨»╨╝_╨¥╤â╨╝╨░╤ü╨╜_╤à╨░╨╜╤é╤ï_╨╗╨░_.wav,«Ям Нумасн» ханты ла̄тӈыл наме о̄лы.,Jām numans. Hantaladnul nami olī.
102,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/055_╨ó╨░_╨╜_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░.wav,Та̄н ма̄ньлат хо̄тпан са̄в номт виӈкв нё̄тэ̄ит. ,لنطلب من الأطفال سامنومت في نوع
103,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/035_╨ó╨╛╤é_╨╛╤ü_╨¥╨░╤é╨░╨╗╤î╤Å_╨»╨╜╤å╨╡╨▓.wav,Тот ос Наталья Янцева такви олн сэ̄лнэ хо̄тпа о̄лыс.,"Totoosnotalia jääntäsevät, että vi on sellan hoitva oles."
104,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/059_╨¥╨░_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░╤é_.wav,Наӈ ма̄ньлат хо̄тпат ма̄гыс кӯщай нэ̄.,Нам манила отход под май с кушейной.
105,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/003_╨É╨╝_╤é╨╛╤é_╤à╨░╨╜╨╕╤ë╤é╨░╤à╤é╤ï╨╜_╤à.wav,"Ам тот ханищтахтын хо̄тпат ёт потыртасум, та̄н тох ла̄всыт.",Amtot hanyis takhden hodba dyrt putrta sumtantok láfsa.
106,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/038_╨¥╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╤é╨░_╨║╨╡╨╝_╨╛_╤ü.wav,"Ня̄врамыт та­кем о̄с йӣквсыт, э̄ргысыт. ","Не обрабатываем таким осьи, ксот и оргазот."
107,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/025_╨£╨░_╨╜╨░╨▓╨╜_╤ü╨░╨║╨░_╨╝╤ë╨░╨║╨▓_╨╜.wav,Ма̄навн сака ёмщакв нё̄тыс.,Manam sakajumšiek vŽiotas.
108,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/017_╨ó╤ï╨╕_╨║╨░_╤ü╤ï_╨╝╨░_╨╜╤î_╨░_╨│╨╕.wav,Тыи ка̄сыӈ ма̄нь а̄гирищкве ман пыгрищакве вос ва̄гтэ.,Tai kas gmanjai iriškį manperišekiuos vaite.
109,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/029_╨í╨░_╨▓_╨╜_╤é╨╝╨╕╨╗_╨▓╨╛_╨▓╨╜╤ì_╨╗.wav,Са̄в нё̄тмил во̄внэ ла̄тӈыт ке̄туӈкве патсыт.,"Savniot, no volnai Latvijatum fiepats."
110,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/026_╨¡_╤Ç╨╜╤ì_╨╜╤ì_╨┐╨░╨║╤ï╤é_╨░╨║_╨▓╨░.wav,Э̄рнэ нэ̄пакыт ак­ван-атнэ ма̄гыс тахольт нэ̄м­хоталь минуӈкве ат э̄ри.,"Jarny nebakat apvonatnėmai, stocholt nebakot tarminų kvietai arį."
111,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/008_╨É╨╝_╤Å╨╜╤ï╨│_╨░╤ë╨╛_╨╕╠å╨║╨░╨╝_╤à╤â_.wav,"Ам яныг ащо̄йкам хӯл алыщлас, во̄раяс.","Ам'яний аж яком хуло олішла свора, я згодив."
112,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/015_╨ó╨░_╤Ä╨╕_╨┐╨░_╨╗╤é_╤é╨░╨▓_╨╗_╨┐╨╛.wav,Та юи-па̄лт тав ёл-по̄илт­та̄лвес.,Tämä ei ole poistaa.
113,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/059_╨É╨╜╤î_╨╛_╨▓╤ï╨╗_╤ü╨┐╨╡╨║╤é╨░╨║╨╗╤î_.wav,Ань о̄выл спектакль суснэ ма̄хум пуссын ёмас номтыл юв минасыт.,"Αν όχι φπιτάξω στ' νεμάχο, πως νιώμασνον το εουμινάσιμο."
114,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/045_╨₧_╨▓╤ï╨╗_╤à╨╛_╤é╨░╨╗╤é_╨╜_╨│╨╕╨╗╨░.wav,О̄выл хо̄талт ён­гиланылт суссылтаманыл юи-па̄лт артистат о̄с ки­тыглаве̄сыт.,"Ova kautta on jo nielä, mutta susulta manoiui pautta artistaat aski tilaisuus."
115,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/017_╨₧╤ü_╨╝╨╛_╤é╨░╨╜╤ï╤é_╤é╨░_╨╜╨║╨╕_╨╛.wav,Ос мо̄таныт та̄нки о̄лнэ ма̄­нанылт манхурип тэ̄лат торыг ма̄ньлат хо̄тпат ёт рӯпи­тэ̄гыт.,"Osmoatana tankewal nemana novda manhuriptea laturu, maila tohat patiotru pitee."
116,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/003_╨£╨╛╤ü╨║╨▓╨░_╤ü╤é_╨░╨║╨▓╨░╨╜_╨░╤é╤ï╨│.wav,Москва ӯст акван-атыглаве̄сыт.,"Moscua uusen, aivan atevaa viasuka."
117,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/067_╨₧╤ü_╤ü╤ì_╤Ç╤è_╤Ç╤ï╨│_╨▓╨░_╤é_╤é╨░.wav,Ос сэ̄ръёрыг ва̄т та̄лэ то̄влум юи-па̄лт йӣвныл ёргащлаӈкве па­тыс.,"Os seriūrū vattā letu ujuipalt, ivenu yurāši lanki patas."
118,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/039_╨ó╤â╨▓╤ï╨╗_╨░╨║╨▓_╨╝╨░_╨╜╤î╨╗╨░╤é_╨╜.wav,Тувыл акв ма̄ньлат нэ̄ Оксана Кузнецова йога алпи ню̄нсала̄лнэ накыт суссылтас.,"Tūl, ak manilat neaksanokorinits ova, joga, hapijon salálnī, nākad susultas."
119,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/035_╨₧╤ü_╤ì_╨╗╤â╨╝╤à╨╛_╨╗╨░╤ü_╨░_╤é╨╕╨╝.wav,"Ос э̄лумхо̄лас а̄тимыг е̄мтме юи-па̄лт, насати, матса̄вит ис о̄ньщи.",Es elmhau sātiemu jebnai juui peltu. Nesatimats savid iz onšī.
120,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/048_╨ó╨╛_╨╜╤é_╨║╨░_╤ü╤ï_╨╗╨░_╨▓╨╜╤ì_╨╗.wav,То̄нт ка̄сыӈ ла̄внэ ла̄тӈыт манос э̄р­гыт.,"Kaas nulavne lait, kad manusėjard."
121,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/049_╨¢╨╛╨▓_╤ü╨░_╨║╨║╨╛╨╜╤ï╤é_╤à╨░╨╗╤é_╨┤.wav,Лов са̄кконыт халт депутатыт тамле та̄к ла̄тыӈ пирмайтасыт.,"Lūsako unatāt, jau putāt atamļi tāk, laatam pirmaitas."
122,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/011_╨ó╤ï_╤é╤ì_╨╗╨░╨╜╤ï╨╗_╤â╤Ç╤ï╨╗_╨╕╤ë╤à.wav,Ты тэ̄ланыл урыл ищхӣпыӈ ло̄псыт та̄н тох хасмыт.,тетеланан аңурол ишипан лағақсетан духақсмод.
123,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/014_╨ó╨╛_╨▓╨░_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╨í╨╡╤Ç╨│╨╡.wav,То̄ва пормасыт Сергей Кялунзига ва̄рсанэ.,"Dau vapormasit, sirkijai kuliancigai varsane."
124,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/022_╨ó╨░_╤ë╨╕╤Ç╤ï╨╗_╨║╨░_╤ü╤ï_╤à╨╛_╤é╨┐.wav,Та щирыл ка̄сыӈ хо̄тпа угодия о̄нь­ще̄гыт.,Taši rūkāsam khot pūkudji Ṭšīgud.
125,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/012_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╝╨░╤ü╨╜╤â╤é.wav,Удэгей ма̄хум маснутаныл совныл ю̄н­тыяныл.,"Vodigiai machu mmasnutą, sonu jūnt jėnu."
126,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/013_╨£╨░╨║╤ü╨╕╨╝_╨É╨╗╨│╨░╨╕╠å╨║╨╕╨╜_╨╝╨░╤Ç╨╕.wav,"Максим Алгайкин, марий ма̄хум культура э̄лаль тотнэ хум, таи ла̄выс.","Maximal kaiken, Marie-Mahukultura-Eallitut ne kuunteilaus."
127,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/023_╨£_╨╕╠å_╤à╨╛_╤é╨┐╨░╤é_╨░_╤Ç╤é╨░╨╗╨░╨╜.wav,Мӯй хо̄тпат а̄рталан ма̄гыс са̄всыр саӈквлыпилытыл тыттысанэ. ,"Mä oon hodat artalaan maus saasar-sanfi-pilitelty, tietysti sanoin."
128,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/027_╨æ╨╕╨╛_╨╝╨╡╤à╨░╨╜╨╕_╨║╨░_╨Æ╤ü╨╡╨▓╨╛╨╗.wav,Био­механи­ка Всеволода Мейер­хольда нампа накытн ханищтасанэ.,"биомеханников Севолода, Мейер Хольдо нам по накан Хаништасаны."
129,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/022_╨É╨╜╤î_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗_╨╝╨░_╨╜.wav,"Ань Тимкапа̄выл ма̄нь па̄выл, тот ма̄шинат ат яласэ̄гыт, тракторыт ат курге̄гыт.","Anitimkapāl, mānpāl, totmāšnud at jau lasīt traktārād, atkur gītā."
130,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/048_╨É╨╝_╤ü╨╛╨▓╨╜╤ï╨╗_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╤Ä.wav,"Ам совныл пормасыт ю̄нтэ̄гум ос хумус та̄наныл ю̄нтуӈкве э̄ри, суссылтэ̄гум.","Amsono, por masjonteu, osumostana no junto krieri, susoteu."
131,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/028_╨ó╨░_╨╜_╤ü╨╗╤â╨╢╨▒╨░╨╜╤ï╨╗╨╜_╤à╨╛_╨╜.wav,Та̄н службанылн хо̄нтлам хо̄тпат манос та̄н ще̄мьяныл.,"Так служба, ну, по антопхот, по-моему, станче мяну."
132,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/014_╨ƒ╤Ç╨╛╨│╤Ç╨░╨╝╨╝╨░╨│_╨┐╨░_╨╗╤ï╨╗_╤ì_.wav,Программаг па̄­лыл э̄лаль тотуӈкве нё̄т­вес.,"программы, палуб, эла и тот он квенюет."
133,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/001_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗╤é_╨░╨╝_╨░_╤ë╨╛.wav,Тимкапа̄вылт ам а̄щойкам о̄лы. Ам намум Толя Хаматнуров.,"Tim kapal tam ašujkam oli, am namum toli hamat nurą."
134,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/035_╨₧╤ü_╨╜╨╕╨╗╨░_╨║╤â_╤ë╨░╨╕╠å_╤à╨╛_╤é╨┐.wav,Ос нила кӯщай хо̄тпат кит со̄тыр ва̄т нупыл нила та̄л сыс.,"Снила куча хватпа, кисуатра ватну пол не латал."
135,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/002_╨ó╤ï╨╜╨░╨║╤é_╤à╨╛_╤é╨░╨╗_╨╜╨░╨╝╨┐╨░_.wav,Тынакт хо̄тал нампа А̄с-угорский театр.,Тинакт хватал нам по ассу горскими театрами.
136,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/036_╨Æ╨░_╤Ç╤â╨╝_╤Ç╤â_╨┐╨░╤é╨░╨╜╤ï╨╗_╤â╤Ç.wav,Ва̄рум рӯпатаныл урыл потраныл хӯнтлысыт.,Mardomurupatano urupotrano hundu esu
137,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/055_╨ó╤ì_╨╜_╨╝╨░_╤à╤â╨╝╨╜_╨╜╤ì_╨┐╨░╨║╤ï.wav,Тэ̄н ма̄­хумн нэ̄пакыл ва̄рим ӯйрищ ка̄тн мыгыг.,Tean machu nepako varim uriši katno mauz.
138,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/042_╨Ñ╨╛_╤é╨░╨╗_╤é╨░╨║╨╡╨╝_╨╝╨░_╨╗╤é╤ï╨┐.wav,"Хо̄тал такем ма̄лтыпыг ос посыӈыг о̄лыс, ма̄­хум пил ва̄тсыт.",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
139,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/023_╨í_╨║╤ï╤Ç_╤ì_╤é╨┐╨╛╤ü_╨╛_╨▓╤ï╨╗_╤à.wav,Сӯкыр э̄тпос о̄выл хо̄талэ̄т Саранпа̄вылныл ма̄н палтув мӯй ма̄хум ёхталасыт.,sukuriet pus o un kvātāviet sarant pāvolun manpaltu mūjumākum jātālasi.
140,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/039_╨ó╨╛_╨╜╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░_╨╛╤ü_╨╜╨░.wav,"То̄нт культура ос наука колт, школат ос институтт рӯпитан са̄всыр.",to nkulturos nolka kultais školatur institutrų pitanisasrę.
141,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/001_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╛_╨╗╤â╨┐╤ü.wav,Удэгей ма̄хум о̄лупсаныл.,Údegīmāhum ʻalpsanum.
142,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/012_╨₧╤é_╨╕╨┤╨╡╨╕_╨┤╨╛_╤Ç╨╡╨░╨╗╨╕╨╖╨░╤å╨╕.wav,От идеи до реализации намтым о̄лыс.,Otīgi ir realizāt sienam tiem oalas.
143,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/028_╨£╨╛_╤é╨░╨╜╤ï╤é_╨ú╨┤╨╝╤â╤Ç╤é╨╕╤Å_╨╝╨░.wav,Мо̄­таныт Удмуртия ма̄т бе­сермяне ма̄хум.,"Matanat, mūrštėjumat besirmėni mahu."
144,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/053_╨ó╤â╨▓╤ï╨╗_╤é╤ï_╨╜╨│╨╕╨╗╨░╨╜╤ï╨╗_╤ü╤â.wav,Тувыл ты ёнгиланыл суснэ лы-плт театрын ёхтын мхум,"Tā, pijon jau nesusnēlīpālta, tētr tju haun."
145,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/013_╨£╨░╨╜╤à╤â╤Ç╨╕╨┐_╤ì_╤Ç╨╜╤ì_╤é╤ì_╨╗╨░.wav,"Манхурип э̄рнэ тэ̄лат хультуп­тыянэ̄н, маныр по̄хан лаквтэ̄г. ",Manhuri Pernu teala hultu ptianian Manhuri pahan lak ti
146,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/019_╨ó╨░╨▓_╨│╤Ç╨░╨╜╤é_╨╛╨╗╨╜╤ï╨╗_╨╝╨░╨╕╠å╨╗.wav,"Тав грант-олныл майлувес, ты олнытыл мо̄лты па̄сыл карточкат ва̄рыс.","Ta vgrant, omnūmaidlu visi, omnūtu mauti paslū kartoči kātu varas."
147,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/001_╨₧╨╝╨░╨│╨╡_╨░_╤é╤Å╨│╨╡_╤à╨░╨╜╨╕╤ë╤é╨░.wav,Омаге-а̄тяге ханищтан хо̄тпаг о̄лсыг.,أمي أعدي حنش من حواتب أروابس
